theme,model,sample_idx,chunk_idx,n_notes,ctr,chord_match_per_time,ctr_first_beat,scale_match,scale_match_per_time,note_density,pitch_entropy,ngram_3_overlap,ngram_4_overlap,ngram_5_overlap
Boogie Stop Shuffle_I,cmt,0,1,29,0.689655,0.605446,1.000000,0.862069,0.860671,3.625000,2.625945,0.040000,0.000000,0.000000
Boogie Stop Shuffle_I,cmt,0,2,21,0.619048,0.510157,0.000000,0.857143,0.893210,2.625000,2.135933,0.058824,0.000000,0.000000
Boogie Stop Shuffle_I,cmt,0,3,30,0.733333,0.813062,1.000000,0.800000,0.857100,3.750000,2.387430,0.000000,0.000000,0.000000
Boogie Stop Shuffle_I,cmt,0,4,40,0.675000,0.680940,1.000000,0.875000,0.902994,5.000000,2.520723,0.000000,0.000000,0.000000
Boogie Stop Shuffle_I,cmt,0,5,34,0.676471,0.652948,1.000000,0.970588,0.979422,4.250000,2.387394,0.000000,0.000000,0.000000
Boogie Stop Shuffle_I,cmt,0,6,47,0.765957,0.777389,0.000000,0.957447,0.982751,5.875000,2.558660,0.000000,0.000000,0.000000
Boogie Stop Shuffle_I,cmt,1,0,37,0.216216,0.106169,0.250000,0.459459,0.397935,4.625000,3.134564,0.030303,0.000000,0.000000
Boogie Stop Shuffle_I,cmt,1,1,19,0.736842,0.699909,0.500000,0.947368,0.966455,2.375000,2.610064,0.133333,0.000000,0.000000
Boogie Stop Shuffle_I,cmt,1,2,10,0.600000,0.857282,1.000000,0.900000,0.946420,1.250000,2.170951,0.000000,0.000000,0.000000
Boogie Stop Shuffle_I,cmt,1,3,16,0.625000,0.866788,0.000000,0.687500,0.876136,2.000000,2.298795,0.000000,0.000000,0.000000
Boogie Stop Shuffle_I,cmt,1,4,23,0.565217,0.536364,0.500000,0.739130,0.647980,2.875000,2.474892,0.000000,0.000000,0.000000
Boogie Stop Shuffle_I,cmt,1,5,25,0.840000,0.934003,1.000000,0.960000,0.986729,3.125000,2.252879,0.000000,0.000000,0.000000
Boogie Stop Shuffle_I,cmt,1,6,20,0.650000,0.552324,1.000000,0.850000,0.590496,2.500000,2.570951,0.000000,0.000000,0.000000
Boogie Stop Shuffle_I,mingus,0,0,32,0.281250,0.337053,0.000000,0.593750,0.655044,4.000000,3.265320,0.000000,0.000000,0.000000
Boogie Stop Shuffle_I,mingus,0,1,26,0.384615,0.381700,0.000000,0.653846,0.651361,3.250000,3.440636,0.000000,0.000000,0.000000
Boogie Stop Shuffle_I,mingus,0,2,30,0.366667,0.310340,,0.766667,0.798103,3.750000,2.856565,0.115385,0.076923,0.040000
Boogie Stop Shuffle_I,mingus,0,3,28,0.428571,0.366867,,0.642857,0.567593,3.500000,3.093992,0.000000,0.000000,0.000000
Boogie Stop Shuffle_I,mingus,0,4,25,0.400000,0.474690,0.000000,0.680000,0.754855,3.125000,2.942683,0.100000,0.000000,0.000000
Boogie Stop Shuffle_I,mingus,1,0,24,0.250000,0.166667,0.000000,0.375000,0.320875,3.000000,3.073935,0.050000,0.000000,0.000000
Boogie Stop Shuffle_I,mingus,1,1,22,0.363636,0.484912,,0.636364,0.810392,2.750000,3.265583,0.000000,0.000000,0.000000
Boogie Stop Shuffle_I,mingus,1,2,28,0.428571,0.369318,,0.571429,0.464448,3.500000,2.972209,0.080000,0.041667,0.000000
Boogie Stop Shuffle_I,mingus,1,3,24,0.416667,0.389188,,0.625000,0.640536,3.000000,3.470176,0.000000,0.000000,0.000000
Boogie Stop Shuffle_I,mingus,1,4,30,0.366667,0.424880,0.333333,0.666667,0.703509,3.750000,2.573024,0.000000,0.000000,0.000000
Boogie Stop Shuffle_I,bebopnet,0,0,45,0.266667,0.262708,0.333333,0.466667,0.408405,5.625000,3.254780,0.000000,0.000000,0.000000
Boogie Stop Shuffle_I,bebopnet,0,1,99,0.333333,0.355384,0.333333,0.555556,0.582454,12.375000,3.469054,0.044944,0.021053,0.000000
Boogie Stop Shuffle_I,bebopnet,0,2,129,0.279070,0.279695,0.250000,0.620155,0.637382,16.125000,3.394175,0.024793,0.008000,0.000000
Boogie Stop Shuffle_I,bebopnet,0,3,102,0.343137,0.348322,0.000000,0.490196,0.479491,12.750000,3.393904,0.041667,0.010204,0.000000
Boogie Stop Shuffle_I,bebopnet,0,4,139,0.316547,0.350545,1.000000,0.582734,0.618665,17.375000,3.303841,0.040984,0.007519,0.000000
Boogie Stop Shuffle_I,bebopnet,1,0,139,0.381295,0.379812,0.600000,0.604317,0.608313,17.375000,3.535198,0.053097,0.015504,0.007519
Boogie Stop Shuffle_I,bebopnet,1,1,131,0.351145,0.364072,0.000000,0.648855,0.662385,16.375000,3.530087,0.041667,0.007937,0.000000
Boogie Stop Shuffle_I,bebopnet,1,2,168,0.327381,0.327535,0.750000,0.577381,0.553667,21.000000,3.433509,0.020548,0.012422,0.006135
Boogie Stop Shuffle_I,bebopnet,1,3,139,0.330935,0.331873,0.166667,0.604317,0.620776,17.375000,3.458729,0.008264,0.000000,0.000000
Boogie Stop Shuffle_I,bebopnet,1,4,163,0.319018,0.313816,0.285714,0.564417,0.571481,20.375000,3.578694,0.021429,0.000000,0.000000
BrazosRiverBreakdown_III,cmt,0,0,56,0.714286,0.735806,0.666667,0.857143,0.861090,7.000000,2.722803,0.104167,0.000000,0.000000
BrazosRiverBreakdown_III,cmt,0,1,34,0.558824,0.565776,1.000000,0.882353,0.868448,4.250000,2.554172,0.200000,0.033333,0.000000
BrazosRiverBreakdown_III,cmt,0,2,50,0.460000,0.406729,0.333333,0.600000,0.578365,6.250000,3.083099,0.000000,0.000000,0.000000
BrazosRiverBreakdown_III,cmt,1,0,45,0.911111,0.923104,0.750000,0.955556,0.948619,5.625000,1.620396,0.068966,0.028571,0.000000
BrazosRiverBreakdown_III,cmt,1,1,35,0.942857,0.956278,1.000000,0.971429,0.970718,4.375000,1.815145,0.230769,0.066667,0.000000
BrazosRiverBreakdown_III,cmt,1,2,65,0.369231,0.349932,0.800000,0.600000,0.611869,8.125000,3.281694,0.034483,0.016393,0.000000
BrazosRiverBreakdown_III,mingus,0,0,39,0.615385,0.563658,1.000000,0.871795,0.789965,4.875000,3.063730,0.028571,0.000000,0.000000
BrazosRiverBreakdown_III,mingus,0,1,31,0.419355,0.502067,,0.677419,0.660442,3.875000,3.434215,0.000000,0.000000,0.000000
BrazosRiverBreakdown_III,mingus,1,0,26,0.769231,0.704612,1.000000,0.923077,0.959736,3.250000,2.714838,0.285714,0.181818,0.095238
BrazosRiverBreakdown_III,mingus,1,1,21,0.380952,0.292903,0.500000,0.476190,0.469791,2.625000,3.154222,0.000000,0.000000,0.000000
BrazosRiverBreakdown_III,bebopnet,0,0,59,0.881356,0.888010,1.000000,1.000000,1.000000,7.375000,2.254018,0.307692,0.250000,0.212766
BrazosRiverBreakdown_III,bebopnet,0,1,100,0.370000,0.364766,0.400000,0.610000,0.582649,12.500000,3.482905,0.011494,0.000000,0.000000
BrazosRiverBreakdown_III,bebopnet,0,2,111,0.351351,0.360980,0.500000,0.702703,0.708839,13.875000,3.503972,0.020619,0.000000,0.000000
BrazosRiverBreakdown_III,bebopnet,1,0,59,0.881356,0.888010,1.000000,1.000000,1.000000,7.375000,2.254018,0.307692,0.250000,0.212766
BrazosRiverBreakdown_III,bebopnet,1,1,39,0.333333,0.251359,,0.564103,0.496246,4.875000,3.117984,0.027778,0.000000,0.000000
BrazosRiverBreakdown_III,bebopnet,1,2,55,0.418182,0.331567,0.000000,0.672727,0.615457,6.875000,3.457136,0.000000,0.000000,0.000000
Caravan_IV_Part-2,cmt,0,0,15,0.400000,0.608657,0.500000,0.400000,0.608657,1.875000,2.656565,0.000000,0.000000,0.000000
Caravan_IV_Part-2,cmt,0,1,12,0.583333,0.585421,0.666667,1.000000,1.000000,1.500000,2.355389,0.000000,0.000000,0.000000
Caravan_IV_Part-2,cmt,0,2,21,0.523810,0.545117,0.666667,0.809524,0.817058,2.625000,2.606138,0.000000,0.000000,0.000000
Caravan_IV_Part-2,cmt,0,3,14,0.214286,0.214425,0.000000,0.642857,0.641326,1.750000,2.067031,0.000000,0.000000,0.000000
Caravan_IV_Part-2,cmt,0,4,17,0.294118,0.404569,0.500000,0.705882,0.648489,2.125000,2.984234,0.000000,0.000000,0.000000
Caravan_IV_Part-2,cmt,0,5,13,0.692308,0.691176,0.333333,1.000000,1.000000,1.625000,1.826245,0.000000,0.000000,0.000000
Caravan_IV_Part-2,cmt,1,0,6,0.000000,0.000000,0.000000,0.166667,0.023620,0.750000,1.792481,0.000000,0.000000,0.000000
Caravan_IV_Part-2,cmt,1,1,1,1.000000,1.000000,1.000000,1.000000,1.000000,0.125000,0.000000,,,
Caravan_IV_Part-2,cmt,1,2,6,0.500000,0.500000,0.500000,1.000000,1.000000,0.750000,1.918296,0.000000,0.000000,0.000000
Caravan_IV_Part-2,cmt,1,3,6,0.000000,0.000000,0.000000,0.166667,0.163636,0.750000,1.459148,0.000000,0.000000,0.000000
Caravan_IV_Part-2,cmt,1,4,9,0.444444,0.598454,0.000000,0.555556,0.661370,1.125000,1.392147,0.333333,0.200000,0.000000
Caravan_IV_Part-2,cmt,1,5,1,1.000000,1.000000,1.000000,1.000000,1.000000,0.125000,0.000000,,,
Caravan_IV_Part-2,mingus,0,0,33,0.363636,0.351287,0.000000,0.545455,0.519191,4.125000,3.192291,0.071429,0.000000,0.000000
Caravan_IV_Part-2,mingus,0,1,27,0.481481,0.365696,0.500000,0.703704,0.585051,3.375000,2.949151,0.130435,0.086957,0.045455
Caravan_IV_Part-2,mingus,0,2,28,0.250000,0.236433,0.000000,0.607143,0.626767,3.500000,3.186495,0.000000,0.000000,0.000000
Caravan_IV_Part-2,mingus,0,3,22,0.227273,0.172784,0.000000,0.500000,0.474664,2.750000,3.390805,0.000000,0.000000,0.000000
Caravan_IV_Part-2,mingus,1,0,23,0.391304,0.480510,0.500000,0.739130,0.769096,2.875000,2.844032,0.050000,0.000000,0.000000
Caravan_IV_Part-2,mingus,1,1,21,0.380952,0.446429,,0.619048,0.642857,2.625000,3.308751,0.000000,0.000000,0.000000
Caravan_IV_Part-2,mingus,1,2,31,0.387097,0.427716,,0.612903,0.647170,3.875000,3.388734,0.000000,0.000000,0.000000
Caravan_IV_Part-2,mingus,1,3,34,0.382353,0.355455,0.666667,0.647059,0.733333,4.250000,3.282049,0.000000,0.000000,0.000000
Caravan_IV_Part-2,bebopnet,0,0,20,0.350000,0.322569,0.333333,0.700000,0.848762,2.500000,2.765957,0.062500,0.000000,0.000000
Caravan_IV_Part-2,bebopnet,0,1,85,0.329412,0.296425,0.000000,0.529412,0.470984,10.625000,3.459886,0.050633,0.000000,0.000000
Caravan_IV_Part-2,bebopnet,0,2,170,0.364706,0.352365,0.400000,0.576471,0.564800,21.250000,3.569793,0.007519,0.000000,0.000000
Caravan_IV_Part-2,bebopnet,0,3,126,0.373016,0.338349,0.400000,0.595238,0.558503,15.750000,3.547340,0.009434,0.000000,0.000000
Caravan_IV_Part-2,bebopnet,1,0,17,0.352941,0.354469,0.333333,0.764706,0.882045,2.125000,3.028639,0.076923,0.000000,0.000000
Caravan_IV_Part-2,bebopnet,1,1,53,0.301887,0.324247,0.000000,0.584906,0.683405,6.625000,3.071339,0.041667,0.000000,0.000000
Caravan_IV_Part-2,bebopnet,1,2,101,0.336634,0.372391,0.000000,0.603960,0.607448,12.625000,3.548693,0.021978,0.010309,0.000000
Caravan_IV_Part-2,bebopnet,1,3,91,0.362637,0.386914,,0.593407,0.611727,11.375000,3.490219,0.035714,0.000000,0.000000
Caravan_V,cmt,0,0,15,0.400000,0.608657,0.500000,0.400000,0.608657,1.875000,2.656565,0.000000,0.000000,0.000000
Caravan_V,cmt,0,1,12,0.583333,0.585421,0.666667,1.000000,1.000000,1.500000,2.355389,0.000000,0.000000,0.000000
Caravan_V,cmt,0,2,21,0.523810,0.545117,0.666667,0.809524,0.817058,2.625000,2.606138,0.000000,0.000000,0.000000
Caravan_V,cmt,0,3,14,0.214286,0.214425,0.000000,0.642857,0.641326,1.750000,2.067031,0.000000,0.000000,0.000000
Caravan_V,cmt,0,4,17,0.294118,0.404569,0.500000,0.705882,0.648489,2.125000,2.984234,0.000000,0.000000,0.000000
Caravan_V,cmt,0,5,13,0.692308,0.691176,0.333333,1.000000,1.000000,1.625000,1.826245,0.000000,0.000000,0.000000
Caravan_V,cmt,1,0,6,0.000000,0.000000,0.000000,0.166667,0.023620,0.750000,1.792481,0.000000,0.000000,0.000000
Caravan_V,cmt,1,1,1,1.000000,1.000000,1.000000,1.000000,1.000000,0.125000,0.000000,,,
Caravan_V,cmt,1,2,6,0.500000,0.500000,0.500000,1.000000,1.000000,0.750000,1.918296,0.000000,0.000000,0.000000
Caravan_V,cmt,1,3,6,0.000000,0.000000,0.000000,0.166667,0.163636,0.750000,1.459148,0.000000,0.000000,0.000000
Caravan_V,cmt,1,4,9,0.444444,0.598454,0.000000,0.555556,0.661370,1.125000,1.392147,0.333333,0.200000,0.000000
Caravan_V,cmt,1,5,1,1.000000,1.000000,1.000000,1.000000,1.000000,0.125000,0.000000,,,
Caravan_V,mingus,0,0,33,0.363636,0.351287,0.000000,0.545455,0.519191,4.125000,3.192291,0.071429,0.000000,0.000000
Caravan_V,mingus,0,1,27,0.481481,0.365696,0.500000,0.703704,0.585051,3.375000,2.949151,0.130435,0.086957,0.045455
Caravan_V,mingus,0,2,28,0.250000,0.236433,0.000000,0.607143,0.626767,3.500000,3.186495,0.000000,0.000000,0.000000
Caravan_V,mingus,0,3,22,0.227273,0.172784,0.000000,0.500000,0.474664,2.750000,3.390805,0.000000,0.000000,0.000000
Caravan_V,mingus,1,0,23,0.391304,0.480510,0.500000,0.739130,0.769096,2.875000,2.844032,0.050000,0.000000,0.000000
Caravan_V,mingus,1,1,21,0.380952,0.446429,,0.619048,0.642857,2.625000,3.308751,0.000000,0.000000,0.000000
Caravan_V,mingus,1,2,31,0.387097,0.427716,,0.612903,0.647170,3.875000,3.388734,0.000000,0.000000,0.000000
Caravan_V,mingus,1,3,34,0.382353,0.355455,0.666667,0.647059,0.733333,4.250000,3.282049,0.000000,0.000000,0.000000
Caravan_V,bebopnet,0,0,27,0.370370,0.403949,0.333333,0.666667,0.840529,3.375000,2.832067,0.043478,0.000000,0.000000
Caravan_V,bebopnet,0,1,127,0.338583,0.313627,0.500000,0.566929,0.574214,15.875000,3.530304,0.033613,0.008130,0.000000
Caravan_V,bebopnet,0,2,144,0.270833,0.242860,0.000000,0.576389,0.538319,18.000000,3.249220,0.057851,0.036496,0.014388
Caravan_V,bebopnet,0,3,129,0.286822,0.266164,0.250000,0.527132,0.515517,16.125000,3.173562,0.064815,0.016260,0.000000
Caravan_V,bebopnet,1,0,17,0.352941,0.354469,0.333333,0.764706,0.882045,2.125000,3.028639,0.076923,0.000000,0.000000
Caravan_V,bebopnet,1,1,53,0.301887,0.324247,0.000000,0.584906,0.683405,6.625000,3.071339,0.041667,0.000000,0.000000
Caravan_V,bebopnet,1,2,101,0.336634,0.372391,0.000000,0.603960,0.607448,12.625000,3.548693,0.021978,0.010309,0.000000
Caravan_V,bebopnet,1,3,91,0.362637,0.386914,,0.593407,0.611727,11.375000,3.490219,0.035714,0.000000,0.000000
Chill_II,cmt,0,0,44,0.409091,0.363411,0.200000,0.522727,0.472484,5.500000,2.874992,0.075000,0.000000,0.000000
Chill_II,cmt,0,1,35,0.342857,0.355579,0.000000,0.714286,0.683531,4.375000,2.882735,0.000000,0.000000,0.000000
Chill_II,cmt,0,2,33,0.121212,0.080251,0.250000,0.727273,0.643574,4.125000,2.830052,0.066667,0.000000,0.000000
Chill_II,cmt,0,3,24,0.375000,0.428349,0.333333,0.500000,0.514798,3.000000,2.844361,0.150000,0.000000,0.000000
Chill_II,cmt,1,0,25,0.400000,0.344181,0.500000,0.600000,0.430079,3.125000,2.690699,0.090909,0.000000,0.000000
Chill_II,cmt,1,1,30,0.333333,0.383232,0.166667,0.733333,0.766173,3.750000,2.786035,0.000000,0.000000,0.000000
Chill_II,cmt,1,2,26,0.346154,0.330598,0.500000,0.692308,0.873743,3.250000,2.780588,0.086957,0.000000,0.000000
Chill_II,cmt,1,3,8,0.500000,0.816832,1.000000,0.750000,0.908416,1.000000,2.250000,0.000000,0.000000,0.000000
Chill_II,mingus,0,0,38,0.210526,0.187358,0.000000,0.526316,0.517188,4.750000,3.308702,0.029412,0.000000,0.000000
Chill_II,mingus,0,1,26,0.269231,0.256695,,0.615385,0.669034,3.250000,3.353534,0.000000,0.000000,0.000000
Chill_II,mingus,0,2,27,0.333333,0.287469,,0.592593,0.504513,3.375000,3.281760,0.000000,0.000000,0.000000
Chill_II,mingus,1,0,25,0.240000,0.322350,,0.760000,0.738422,3.125000,3.243074,0.000000,0.000000,0.000000
Chill_II,mingus,1,1,21,0.333333,0.402628,0.500000,0.666667,0.756195,2.625000,3.177566,0.000000,0.000000,0.000000
Chill_II,mingus,1,2,31,0.354839,0.348660,0.500000,0.612903,0.645729,3.875000,3.269073,0.000000,0.000000,0.000000
Chill_II,bebopnet,0,0,65,0.123077,0.170866,0.200000,0.615385,0.789955,8.125000,2.781983,0.066667,0.043478,0.021739
Chill_II,bebopnet,0,1,139,0.323741,0.347606,0.500000,0.582734,0.582589,17.375000,3.516559,0.024590,0.000000,0.000000
Chill_II,bebopnet,0,2,92,0.304348,0.313767,0.666667,0.576087,0.646168,11.500000,3.506766,0.059524,0.000000,0.000000
Chill_II,bebopnet,1,0,78,0.179487,0.129208,0.000000,0.564103,0.730664,9.750000,3.142138,0.080000,0.033898,0.016949
Chill_II,bebopnet,1,1,87,0.264368,0.289609,1.000000,0.482759,0.452291,10.875000,3.531159,0.000000,0.000000,0.000000
Chill_II,bebopnet,1,2,134,0.268657,0.278166,0.250000,0.574627,0.566201,16.750000,3.430830,0.017094,0.000000,0.000000
Cissy Strut IV_I,cmt,0,0,62,0.548387,0.586909,1.000000,0.967742,0.973091,7.750000,2.297580,0.134615,0.053571,0.017544
Cissy Strut IV_I,cmt,0,1,48,,,,,,6.000000,2.756285,0.046512,0.000000,0.000000
Cissy Strut IV_I,cmt,1,0,50,0.500000,0.533182,0.333333,0.960000,0.966364,6.250000,2.869010,0.088889,0.021739,0.000000
Cissy Strut IV_I,cmt,1,1,27,,,,,,3.375000,2.438987,0.090909,0.000000,0.000000
Cissy Strut IV_I,mingus,0,0,34,0.264706,0.310029,,0.647059,0.649577,4.250000,3.256909,0.000000,0.000000,0.000000
Cissy Strut IV_I,mingus,1,0,23,0.434783,0.462759,1.000000,0.913043,0.932845,2.875000,2.560029,0.050000,0.000000,0.000000
Cissy Strut IV_I,bebopnet,0,0,20,0.650000,0.858073,1.000000,0.800000,0.908894,2.500000,1.947731,0.000000,0.000000,0.000000
Cissy Strut IV_I,bebopnet,0,1,128,,,,,,16.000000,3.513199,0.018349,0.000000,0.000000
Cissy Strut IV_I,bebopnet,1,0,40,0.400000,0.782073,1.000000,0.650000,0.878992,5.000000,2.749759,0.000000,0.000000,0.000000
Cissy Strut IV_I,bebopnet,1,1,142,,,,,,17.750000,3.460901,0.016129,0.000000,0.000000
Days of Wine and Roses_II,cmt,0,0,38,0.263158,0.276040,0.250000,0.684211,0.681166,4.750000,2.626806,0.029412,0.000000,0.000000
Days of Wine and Roses_II,cmt,0,1,22,0.409091,0.604876,0.000000,0.863636,0.868412,2.750000,2.208987,0.000000,0.000000,0.000000
Days of Wine and Roses_II,cmt,0,2,34,0.323529,0.475890,0.250000,0.558824,0.646824,4.250000,2.899121,0.066667,0.033333,0.000000
Days of Wine and Roses_II,cmt,0,3,19,0.368421,0.408189,0.000000,0.894737,0.909429,2.375000,2.294274,0.000000,0.000000,0.000000
Days of Wine and Roses_II,cmt,1,0,20,0.150000,0.151043,0.000000,0.800000,0.714417,2.500000,1.533206,0.125000,0.062500,0.000000
Days of Wine and Roses_II,cmt,1,1,18,0.333333,0.383810,0.000000,0.888889,0.975998,2.250000,2.016876,0.071429,0.000000,0.000000
Days of Wine and Roses_II,cmt,1,2,43,0.255814,0.201866,0.250000,0.418605,0.342502,5.375000,1.834444,0.028571,0.000000,0.000000
Days of Wine and Roses_II,cmt,1,3,5,0.200000,0.197802,0.000000,1.000000,1.000000,0.625000,1.370951,0.000000,0.000000,
Days of Wine and Roses_II,mingus,0,0,40,0.325000,0.260709,0.400000,0.625000,0.570512,5.000000,3.384830,0.000000,0.000000,0.000000
Days of Wine and Roses_II,mingus,0,1,19,0.473684,0.478359,1.000000,0.631579,0.606760,2.375000,3.010571,0.000000,0.000000,0.000000
Days of Wine and Roses_II,mingus,1,0,21,0.238095,0.263594,0.000000,0.523810,0.662120,2.625000,2.773270,0.000000,0.000000,0.000000
Days of Wine and Roses_II,mingus,1,1,20,0.300000,0.284959,0.000000,0.600000,0.630248,2.500000,3.284184,0.000000,0.000000,0.000000
Days of Wine and Roses_II,bebopnet,0,0,44,0.454545,0.482426,0.500000,0.659091,0.661139,5.500000,3.413676,0.000000,0.000000,0.000000
Days of Wine and Roses_II,bebopnet,0,1,107,0.364486,0.353227,0.000000,0.579439,0.570292,13.375000,3.407198,0.000000,0.000000,0.000000
Days of Wine and Roses_II,bebopnet,1,0,26,0.230769,0.167877,,0.423077,0.343016,3.250000,3.042001,0.000000,0.000000,0.000000
Days of Wine and Roses_II,bebopnet,1,1,92,0.478261,0.468863,1.000000,0.684783,0.655927,11.500000,3.307902,0.000000,0.000000,0.000000
Desafinado_III,cmt,0,0,41,0.585366,0.686833,0.500000,0.609756,0.556821,5.125000,2.231191,0.111111,0.000000,0.000000
Desafinado_III,cmt,0,1,35,0.314286,0.315910,1.000000,0.428571,0.421597,4.375000,2.136483,0.064516,0.000000,0.000000
Desafinado_III,cmt,0,2,26,0.615385,0.426225,,0.615385,0.426225,3.250000,1.507758,0.000000,0.000000,0.000000
Desafinado_III,cmt,0,3,23,0.739130,0.734398,1.000000,0.956522,0.978810,2.875000,1.614318,0.214286,0.000000,0.000000
Desafinado_III,cmt,0,4,32,0.625000,0.470730,1.000000,0.843750,0.866881,4.000000,2.730338,0.034483,0.000000,0.000000
Desafinado_III,cmt,0,5,40,0.525000,0.561005,1.000000,0.600000,0.631340,5.000000,2.642738,0.117647,0.029412,0.000000
Desafinado_III,cmt,0,6,26,0.500000,0.309447,0.000000,0.846154,0.845772,3.250000,2.250238,0.117647,0.055556,0.052632
Desafinado_III,cmt,1,0,24,0.750000,0.862181,0.500000,0.666667,0.834417,3.000000,1.697339,0.117647,0.000000,0.000000
Desafinado_III,cmt,1,1,23,0.478261,0.625061,,0.565217,0.714355,2.875000,2.789897,0.050000,0.000000,0.000000
Desafinado_III,cmt,1,2,21,0.523810,0.366735,1.000000,0.428571,0.341741,2.625000,2.243774,0.055556,0.000000,0.000000
Desafinado_III,cmt,1,3,17,0.647059,0.712699,,0.882353,0.805605,2.125000,2.063559,0.285714,0.153846,0.000000
Desafinado_III,cmt,1,4,64,0.750000,0.738674,0.500000,0.796875,0.800336,8.000000,1.762567,0.029412,0.000000,0.000000
Desafinado_III,cmt,1,5,23,0.652174,0.412142,1.000000,0.782609,0.857274,2.875000,2.663958,0.000000,0.000000,0.000000
Desafinado_III,cmt,1,6,29,0.655172,0.471844,1.000000,0.724138,0.518899,3.625000,2.709070,0.000000,0.000000,0.000000
Desafinado_III,mingus,0,0,37,0.459459,0.464784,0.750000,0.648649,0.598267,4.625000,3.311107,0.029412,0.000000,0.000000
Desafinado_III,mingus,0,1,21,0.523810,0.464251,,0.761905,0.871031,2.625000,3.177566,0.000000,0.000000,0.000000
Desafinado_III,mingus,0,2,26,0.500000,0.434428,,0.576923,0.475420,3.250000,2.936043,0.000000,0.000000,0.000000
Desafinado_III,mingus,0,3,24,0.166667,0.150154,0.000000,0.458333,0.425692,3.000000,3.184561,0.047619,0.000000,0.000000
Desafinado_III,mingus,0,4,26,0.615385,0.612644,,0.769231,0.791936,3.250000,2.809622,0.043478,0.000000,0.000000
Desafinado_III,mingus,1,0,26,0.384615,0.317671,0.500000,0.653846,0.587986,3.250000,2.980091,0.000000,0.000000,0.000000
Desafinado_III,mingus,1,1,21,0.476190,0.532235,,0.571429,0.597591,2.625000,2.910440,0.000000,0.000000,0.000000
Desafinado_III,mingus,1,2,30,0.400000,0.226768,,0.633333,0.540596,3.750000,3.327421,0.038462,0.000000,0.000000
Desafinado_III,mingus,1,3,30,0.333333,0.288939,0.000000,0.500000,0.522273,3.750000,3.152584,0.037037,0.000000,0.000000
Desafinado_III,mingus,1,4,31,0.387097,0.425824,,0.806452,0.842188,3.875000,2.838590,0.037037,0.000000,0.000000
Desafinado_III,bebopnet,0,0,52,0.346154,0.395737,0.500000,0.480769,0.472424,6.500000,3.261786,0.136364,0.043478,0.000000
Desafinado_III,bebopnet,0,1,79,0.493671,0.501874,0.000000,0.594937,0.604684,9.875000,3.478433,0.000000,0.000000,0.000000
Desafinado_III,bebopnet,0,2,138,0.434783,0.452289,0.666667,0.521739,0.551984,17.250000,3.338227,0.081967,0.007463,0.000000
Desafinado_III,bebopnet,0,3,162,0.419753,0.406001,0.285714,0.623457,0.617065,20.250000,3.443176,0.021127,0.012903,0.000000
Desafinado_III,bebopnet,0,4,129,0.449612,0.478986,0.200000,0.534884,0.529461,16.125000,3.232442,0.044643,0.000000,0.000000
Desafinado_III,bebopnet,1,0,148,0.398649,0.322371,0.200000,0.594595,0.498853,18.500000,3.422352,0.070312,0.014286,0.000000
Desafinado_III,bebopnet,1,1,160,0.387500,0.383959,0.500000,0.606250,0.611078,20.000000,3.314287,0.035461,0.006452,0.000000
Desafinado_III,bebopnet,1,2,161,0.447205,0.463381,0.428571,0.590062,0.617379,20.125000,3.490492,0.048611,0.000000,0.000000
Desafinado_III,bebopnet,1,3,152,0.361842,0.353050,0.000000,0.546053,0.515712,19.000000,3.453007,0.021429,0.000000,0.000000
Desafinado_III,bebopnet,1,4,127,0.448819,0.454565,1.000000,0.614173,0.597240,15.875000,3.567459,0.008547,0.000000,0.000000
Doxy_IV_Part-1,cmt,0,0,42,0.571429,0.523703,0.666667,0.714286,0.671288,5.250000,2.244389,0.027027,0.000000,0.000000
Doxy_IV_Part-1,cmt,0,1,48,0.416667,0.487941,0.666667,0.729167,0.769311,6.000000,2.356404,0.044444,0.000000,0.000000
Doxy_IV_Part-1,cmt,1,0,36,0.527778,0.513829,0.500000,0.861111,0.871056,4.500000,2.170643,0.000000,0.000000,0.000000
Doxy_IV_Part-1,cmt,1,1,29,0.344828,0.472928,0.250000,0.655172,0.675138,3.625000,2.416162,0.040000,0.000000,0.000000
