theme,model,sample_idx,chunk_idx,n_notes,ctr,scale_match,note_density,pitch_entropy,pitch_range,ngram_3_overlap,ngram_4_overlap,ngram_5_overlap,contour_sim
PingPong_III,cmt,1,0,19,0.421053,0.421053,2.375000,2.339261,6.000000,0.125000,0.000000,0.000000,0.411626
PingPong_III,cmt,1,1,27,0.333333,0.740741,3.375000,2.039522,5.000000,0.043478,0.000000,0.000000,0.234032
PingPong_III,cmt,1,2,13,0.384615,0.769231,1.625000,2.411602,14.000000,0.000000,0.000000,0.000000,0.342126
PingPong_III,cmt,1,3,16,0.250000,0.500000,2.000000,2.180037,10.000000,0.076923,0.000000,0.000000,0.256541
PingPong_III,cmt,1,4,12,0.666667,0.666667,1.500000,2.584963,8.000000,0.000000,0.000000,0.000000,0.428174
PingPong_III,mingus,0,0,39,0.487179,0.487179,4.875000,3.113525,16.000000,0.000000,0.000000,0.000000,0.516872
PingPong_III,mingus,0,1,25,0.360000,0.680000,3.125000,3.139471,19.000000,0.090909,0.000000,0.000000,0.426533
PingPong_III,mingus,0,2,32,0.312500,0.687500,4.000000,3.444549,28.000000,0.000000,0.000000,0.000000,0.253553
PingPong_III,mingus,1,0,23,0.565217,0.565217,2.875000,3.116409,16.000000,0.000000,0.000000,0.000000,0.259953
PingPong_III,mingus,1,1,22,0.409091,0.636364,2.750000,3.447402,23.000000,0.000000,0.000000,0.000000,0.623697
PingPong_III,mingus,1,2,33,0.333333,0.575758,4.125000,3.197858,11.000000,0.000000,0.000000,0.000000,0.506532
PingPong_III,bebopnet,0,0,37,0.405405,0.405405,4.625000,2.883565,21.000000,0.531250,0.515152,0.500000,0.082908
PingPong_III,bebopnet,0,1,46,0.326087,0.652174,5.750000,3.392779,15.000000,0.048780,0.000000,0.000000,0.358505
PingPong_III,bebopnet,0,2,98,0.214286,0.561224,12.250000,3.394268,19.000000,0.011236,0.000000,0.000000,0.585077
PingPong_III,bebopnet,0,3,115,0.330435,0.504348,14.375000,3.437779,21.000000,0.000000,0.000000,0.000000,0.758076
PingPong_III,bebopnet,1,0,57,0.438596,0.438596,7.125000,3.319990,21.000000,0.333333,0.320755,0.307692,0.553537
PingPong_III,bebopnet,1,1,122,0.327869,0.581967,15.250000,3.474568,24.000000,0.018868,0.000000,0.000000,0.369059
PingPong_III,bebopnet,1,2,124,0.322581,0.588710,15.500000,3.445334,17.000000,0.017857,0.000000,0.000000,0.630069
PingPong_III,bebopnet,1,3,108,0.277778,0.490741,13.500000,3.495955,27.000000,0.000000,0.000000,0.000000,0.732358
RedBaron_IV_Part-1,cmt,0,0,56,0.785714,0.964286,7.000000,2.878884,15.000000,0.040000,0.019608,0.000000,0.422123
RedBaron_IV_Part-1,cmt,1,0,62,0.709677,0.854839,7.750000,2.917059,12.000000,0.018868,0.000000,0.000000,0.320238
RedBaron_IV_Part-1,mingus,0,0,25,0.600000,0.720000,3.125000,2.887210,24.000000,0.000000,0.000000,0.000000,0.366063
RedBaron_IV_Part-1,mingus,1,0,29,0.689655,0.896552,3.625000,2.762433,26.000000,0.000000,0.000000,0.000000,0.428539
RedBaron_IV_Part-1,bebopnet,0,0,88,0.386364,0.602273,11.000000,3.438405,21.000000,0.025000,0.000000,0.000000,0.345153
RedBaron_IV_Part-1,bebopnet,1,0,92,0.282609,0.554348,11.500000,3.338703,24.000000,0.037500,0.000000,0.000000,0.273573
Remember_IV_Part-1,cmt,0,0,33,0.303030,0.787879,4.125000,2.333333,7.000000,0.000000,0.000000,0.000000,0.644995
Remember_IV_Part-1,cmt,0,1,26,0.500000,0.884615,3.250000,2.825252,12.000000,0.043478,0.000000,0.000000,0.408061
Remember_IV_Part-1,cmt,0,2,29,0.275862,0.448276,3.625000,3.293013,14.000000,0.000000,0.000000,0.000000,0.379049
Remember_IV_Part-1,cmt,0,3,36,0.638889,0.888889,4.500000,2.807826,16.000000,0.060606,0.000000,0.000000,0.050322
Remember_IV_Part-1,cmt,1,0,23,0.521739,0.782609,2.875000,2.740103,12.000000,0.000000,0.000000,0.000000,0.174166
Remember_IV_Part-1,cmt,1,1,22,0.681818,0.863636,2.750000,2.242573,5.000000,0.000000,0.000000,0.000000,0.258032
Remember_IV_Part-1,cmt,1,2,28,0.250000,0.571429,3.500000,3.078556,13.000000,0.000000,0.000000,0.000000,0.006258
Remember_IV_Part-1,cmt,1,3,15,0.400000,0.866667,1.875000,2.415922,8.000000,0.000000,0.000000,0.000000,0.569280
Remember_IV_Part-1,mingus,0,0,45,0.444444,0.688889,5.625000,3.392349,16.000000,0.000000,0.000000,0.000000,0.600447
Remember_IV_Part-1,mingus,0,1,23,0.391304,0.565217,2.875000,3.468577,42.000000,0.000000,0.000000,0.000000,0.261251
Remember_IV_Part-1,mingus,1,0,29,0.379310,0.689655,3.625000,3.374548,18.000000,0.000000,0.000000,0.000000,0.424441
Remember_IV_Part-1,mingus,1,1,21,0.428571,0.666667,2.625000,3.141619,23.000000,0.000000,0.000000,0.000000,0.231549
Remember_IV_Part-1,bebopnet,0,0,109,0.403670,0.669725,13.625000,3.520929,26.000000,0.019608,0.000000,0.000000,0.492655
Remember_IV_Part-1,bebopnet,0,1,100,0.340000,0.570000,12.500000,3.411420,29.000000,0.000000,0.000000,0.000000,0.633625
Remember_IV_Part-1,bebopnet,1,0,59,0.322034,0.491525,7.375000,3.329335,26.000000,0.000000,0.000000,0.000000,0.639316
Remember_IV_Part-1,bebopnet,1,1,78,0.371795,0.615385,9.750000,3.113970,10.000000,0.000000,0.000000,0.000000,0.849002
Round Midnight 2_I,cmt,0,0,46,0.521739,0.760870,5.750000,2.928690,14.000000,0.023256,0.000000,0.000000,0.023570
Round Midnight 2_I,cmt,0,1,42,0.357143,0.809524,5.250000,2.838342,18.000000,0.138889,0.027027,0.000000,0.402877
Round Midnight 2_I,cmt,0,2,42,0.380952,0.666667,5.250000,2.458692,7.000000,0.000000,0.000000,0.000000,0.176399
Round Midnight 2_I,cmt,1,0,46,0.391304,0.717391,5.750000,2.803286,15.000000,0.048780,0.000000,0.000000,0.401007
Round Midnight 2_I,cmt,1,1,28,0.321429,0.714286,3.500000,2.158040,10.000000,0.120000,0.000000,0.000000,0.393832
Round Midnight 2_I,cmt,1,2,39,0.435897,0.666667,4.875000,2.707727,15.000000,0.028571,0.000000,0.000000,0.144108
Round Midnight 2_I,mingus,0,0,41,0.414634,0.707317,5.125000,3.310884,25.000000,0.055556,0.000000,0.000000,0.154525
Round Midnight 2_I,mingus,0,1,27,0.407407,0.629630,3.375000,2.514017,14.000000,0.294118,0.111111,0.052632,0.418079
Round Midnight 2_I,mingus,1,0,24,0.416667,0.583333,3.000000,3.153107,18.000000,0.047619,0.000000,0.000000,0.282245
Round Midnight 2_I,mingus,1,1,21,0.285714,0.571429,2.625000,3.308751,23.000000,0.222222,0.117647,0.000000,0.462680
Round Midnight 2_I,bebopnet,0,0,134,0.402985,0.694030,16.750000,3.487121,18.000000,0.130435,0.088000,0.078125,0.364699
Round Midnight 2_I,bebopnet,0,1,98,0.316327,0.591837,12.250000,3.324071,19.000000,0.035714,0.000000,0.000000,0.457894
Round Midnight 2_I,bebopnet,1,0,122,0.311475,0.540984,15.250000,3.499047,18.000000,0.144330,0.096491,0.085470,0.428428
Round Midnight 2_I,bebopnet,1,1,112,0.321429,0.625000,14.000000,3.538350,26.000000,0.063830,0.018868,0.009346,0.429195
SKJ_II,cmt,0,0,47,0.340426,0.404255,5.875000,2.903391,17.000000,0.022727,0.000000,0.000000,0.275596
SKJ_II,cmt,1,0,34,0.264706,0.411765,4.250000,2.473698,12.000000,0.071429,0.033333,0.000000,0.318495
SKJ_II,mingus,0,0,46,0.217391,0.500000,5.750000,3.218866,52.000000,0.000000,0.000000,0.000000,0.310475
SKJ_II,mingus,1,0,54,0.388889,0.611111,6.750000,3.410381,50.000000,0.000000,0.000000,0.000000,0.154493
Saint James_II,cmt,0,0,41,0.365854,0.609756,5.125000,2.742909,13.000000,0.000000,0.000000,0.000000,0.233699
Saint James_II,cmt,0,1,33,0.393939,0.727273,4.125000,2.642542,14.000000,0.066667,0.000000,0.000000,0.255189
Saint James_II,cmt,1,0,28,0.857143,0.892857,3.500000,1.831462,14.000000,0.095238,0.000000,0.000000,0.362922
Saint James_II,cmt,1,1,39,0.282051,0.692308,4.875000,3.067956,14.000000,0.000000,0.000000,0.000000,0.172605
Saint James_II,mingus,0,0,31,0.419355,0.677419,3.875000,3.084062,19.000000,0.035714,0.000000,0.000000,0.257682
Saint James_II,mingus,1,0,21,0.428571,0.619048,2.625000,3.046381,21.000000,0.000000,0.000000,0.000000,0.270888
Saint James_II,bebopnet,0,0,46,0.369565,0.673913,5.750000,2.978809,16.000000,0.205882,0.111111,0.054054,0.198061
Saint James_II,bebopnet,0,1,64,0.375000,0.500000,8.000000,3.347471,15.000000,0.017241,0.000000,0.000000,0.441504
Saint James_II,bebopnet,1,0,47,0.340426,0.595745,5.875000,2.967611,16.000000,0.205882,0.108108,0.052632,0.330877
Saint James_II,bebopnet,1,1,90,0.366667,0.622222,11.250000,3.499959,22.000000,0.011765,0.000000,0.000000,0.519414
SingASongOfSong_IV_Part-1,cmt,0,0,21,0.523810,0.904762,2.625000,2.189238,10.000000,0.000000,0.000000,0.000000,0.278128
SingASongOfSong_IV_Part-1,cmt,0,1,35,0.800000,0.857143,4.375000,1.147545,8.000000,0.000000,0.000000,0.000000,0.245817
SingASongOfSong_IV_Part-1,cmt,0,2,22,0.681818,0.681818,2.750000,1.794468,8.000000,0.066667,0.000000,0.000000,0.484481
SingASongOfSong_IV_Part-1,cmt,0,3,36,0.194444,0.916667,4.500000,1.288780,3.000000,0.090909,0.040000,0.000000,0.488464
SingASongOfSong_IV_Part-1,cmt,0,4,14,1.000000,1.000000,1.750000,1.530619,14.000000,0.000000,0.000000,0.000000,0.158680
SingASongOfSong_IV_Part-1,cmt,0,5,26,0.307692,0.769231,3.250000,2.420278,8.000000,0.000000,0.000000,0.000000,0.391337
SingASongOfSong_IV_Part-1,cmt,0,6,36,0.472222,0.916667,4.500000,2.483724,10.000000,0.033333,0.000000,0.000000,0.382884
SingASongOfSong_IV_Part-1,cmt,1,0,1,1.000000,1.000000,0.125000,0.000000,,,,,
SingASongOfSong_IV_Part-1,cmt,1,1,33,0.909091,0.939394,4.125000,0.904820,5.000000,0.000000,0.000000,0.000000,0.134633
SingASongOfSong_IV_Part-1,cmt,1,2,52,0.403846,0.807692,6.500000,2.922974,17.000000,0.000000,0.000000,0.000000,0.652024
SingASongOfSong_IV_Part-1,cmt,1,3,14,0.071429,1.000000,1.750000,0.946373,5.000000,0.000000,0.000000,0.000000,0.389297
SingASongOfSong_IV_Part-1,cmt,1,4,3,0.333333,0.333333,0.375000,1.584963,2.000000,,,,
SingASongOfSong_IV_Part-1,cmt,1,5,18,0.555556,1.000000,2.250000,1.493213,5.000000,0.083333,0.000000,0.000000,0.026001
SingASongOfSong_IV_Part-1,cmt,1,6,16,0.312500,0.937500,2.000000,2.555037,10.000000,0.000000,0.000000,0.000000,0.529085
SingASongOfSong_IV_Part-1,mingus,0,0,34,0.264706,0.558824,4.250000,3.289362,13.000000,0.000000,0.000000,0.000000,0.568141
SingASongOfSong_IV_Part-1,mingus,0,1,25,0.160000,0.440000,3.125000,3.189275,18.000000,0.000000,0.000000,0.000000,-0.014966
SingASongOfSong_IV_Part-1,mingus,0,2,22,0.318182,0.636364,2.750000,2.901947,14.000000,0.000000,0.000000,0.000000,0.372989
SingASongOfSong_IV_Part-1,mingus,0,3,26,0.384615,0.576923,3.250000,3.411602,16.000000,0.000000,0.000000,0.000000,0.351378
SingASongOfSong_IV_Part-1,mingus,1,0,27,0.370370,0.703704,3.375000,3.013423,14.000000,0.000000,0.000000,0.000000,0.655407
SingASongOfSong_IV_Part-1,mingus,1,1,24,0.291667,0.541667,3.000000,2.677694,21.000000,0.000000,0.000000,0.000000,0.106043
SingASongOfSong_IV_Part-1,mingus,1,2,29,0.241379,0.655172,3.625000,3.069212,16.000000,0.000000,0.000000,0.000000,0.522326
SingASongOfSong_IV_Part-1,mingus,1,3,24,0.500000,0.750000,3.000000,3.288320,20.000000,0.095238,0.050000,0.000000,0.021663
SingASongOfSong_IV_Part-1,bebopnet,0,0,33,0.606061,0.878788,4.125000,2.557876,10.000000,0.000000,0.000000,0.000000,0.381564
SingASongOfSong_IV_Part-1,bebopnet,0,1,35,0.457143,0.742857,4.375000,2.808854,9.000000,0.448276,0.433333,0.433333,0.569713
SingASongOfSong_IV_Part-1,bebopnet,0,2,28,0.178571,0.535714,3.500000,3.040071,9.000000,0.000000,0.000000,0.000000,0.535504
SingASongOfSong_IV_Part-1,bebopnet,0,3,57,0.315789,0.649123,7.125000,3.390498,18.000000,0.018868,0.000000,0.000000,0.392251
SingASongOfSong_IV_Part-1,bebopnet,0,4,118,0.322034,0.533898,14.750000,3.518329,23.000000,0.019048,0.000000,0.000000,0.797803
SingASongOfSong_IV_Part-1,bebopnet,0,5,147,0.319728,0.564626,18.375000,3.469232,18.000000,0.031496,0.000000,0.000000,0.536977
SingASongOfSong_IV_Part-1,bebopnet,1,0,33,0.606061,0.878788,4.125000,2.557876,10.000000,0.000000,0.000000,0.000000,0.381564
SingASongOfSong_IV_Part-1,bebopnet,1,1,74,0.337838,0.662162,9.250000,3.225139,19.000000,0.200000,0.191176,0.191176,0.620291
SingASongOfSong_IV_Part-1,bebopnet,1,2,193,0.212435,0.440415,24.125000,3.487893,30.000000,0.012195,0.000000,0.000000,0.601338
SingASongOfSong_IV_Part-1,bebopnet,1,3,155,0.387097,0.664516,19.375000,3.381128,16.000000,0.023077,0.000000,0.000000,0.522459
SingASongOfSong_IV_Part-1,bebopnet,1,4,151,0.470199,0.642384,18.875000,3.418173,17.000000,0.022727,0.000000,0.000000,0.711531
SingASongOfSong_IV_Part-1,bebopnet,1,5,132,0.310606,0.537879,16.500000,3.495730,18.000000,0.052174,0.007874,0.000000,0.545288
SirDukeII_IV_Part-2,cmt,0,0,41,0.414634,0.853659,5.125000,2.436854,19.000000,0.000000,0.000000,0.000000,0.158426
SirDukeII_IV_Part-2,cmt,0,1,40,0.150000,0.550000,5.000000,2.678067,10.000000,0.000000,0.000000,0.000000,0.292505
SirDukeII_IV_Part-2,cmt,0,2,40,0.375000,0.700000,5.000000,3.262415,14.000000,0.027778,0.000000,0.000000,0.236697
SirDukeII_IV_Part-2,cmt,0,3,57,0.789474,0.947368,7.125000,2.472121,14.000000,0.081633,0.019608,0.000000,0.172225
SirDukeII_IV_Part-2,cmt,1,0,48,0.437500,0.708333,6.000000,2.318145,15.000000,0.023256,0.000000,0.000000,0.270327
SirDukeII_IV_Part-2,cmt,1,1,38,0.421053,0.657895,4.750000,3.061254,10.000000,0.029412,0.000000,0.000000,0.348660
SirDukeII_IV_Part-2,cmt,1,2,33,0.181818,0.515152,4.125000,2.867782,13.000000,0.066667,0.000000,0.000000,0.265402
SirDukeII_IV_Part-2,cmt,1,3,88,0.761364,0.988636,11.000000,2.410668,19.000000,0.111111,0.000000,0.000000,0.169778
SirDukeII_IV_Part-2,mingus,0,0,37,0.324324,0.783784,4.625000,3.279023,24.000000,0.000000,0.000000,0.000000,0.212035
SirDukeII_IV_Part-2,mingus,0,1,25,0.240000,0.600000,3.125000,3.033270,43.000000,0.000000,0.000000,0.000000,0.622594
SirDukeII_IV_Part-2,mingus,1,0,28,0.392857,0.785714,3.500000,3.061970,33.000000,0.040000,0.000000,0.000000,0.369232
SirDukeII_IV_Part-2,mingus,1,1,30,0.266667,0.666667,3.750000,3.377747,21.000000,0.000000,0.000000,0.000000,0.485728
SirDukeII_IV_Part-2,bebopnet,0,0,127,0.385827,0.669291,15.875000,3.449663,23.000000,0.036036,0.000000,0.000000,0.472902
SirDukeII_IV_Part-2,bebopnet,0,1,135,0.244444,0.644444,16.875000,3.411371,21.000000,0.078261,0.007692,0.000000,0.230509
SirDukeII_IV_Part-2,bebopnet,1,0,144,0.256944,0.548611,18.000000,3.409188,29.000000,0.024000,0.000000,0.000000,0.452559
SirDukeII_IV_Part-2,bebopnet,1,1,150,0.313333,0.680000,18.750000,3.504349,22.000000,0.078125,0.035211,0.013889,0.323794
SirDukeII_V,cmt,0,0,41,0.414634,0.853659,5.125000,2.436854,19.000000,0.000000,0.000000,0.000000,0.158426
SirDukeII_V,cmt,0,1,40,0.150000,0.550000,5.000000,2.678067,10.000000,0.000000,0.000000,0.000000,0.292505
SirDukeII_V,cmt,0,2,40,0.375000,0.700000,5.000000,3.262415,14.000000,0.027778,0.000000,0.000000,0.236697
SirDukeII_V,cmt,0,3,57,0.789474,0.947368,7.125000,2.472121,14.000000,0.081633,0.019608,0.000000,0.172225
SirDukeII_V,cmt,1,0,48,0.437500,0.708333,6.000000,2.318145,15.000000,0.023256,0.000000,0.000000,0.270327
SirDukeII_V,cmt,1,1,38,0.421053,0.657895,4.750000,3.061254,10.000000,0.029412,0.000000,0.000000,0.348660
SirDukeII_V,cmt,1,2,33,0.181818,0.515152,4.125000,2.867782,13.000000,0.066667,0.000000,0.000000,0.265402
SirDukeII_V,cmt,1,3,88,0.761364,0.988636,11.000000,2.410668,19.000000,0.111111,0.000000,0.000000,0.169778
SirDukeII_V,mingus,0,0,37,0.324324,0.783784,4.625000,3.279023,24.000000,0.000000,0.000000,0.000000,0.212035
SirDukeII_V,mingus,0,1,25,0.240000,0.600000,3.125000,3.033270,43.000000,0.000000,0.000000,0.000000,0.622594
SirDukeII_V,mingus,1,0,28,0.392857,0.785714,3.500000,3.061970,33.000000,0.040000,0.000000,0.000000,0.369232
SirDukeII_V,mingus,1,1,30,0.266667,0.666667,3.750000,3.377747,21.000000,0.000000,0.000000,0.000000,0.485728
SirDukeII_V,bebopnet,0,0,113,0.380531,0.725664,14.125000,3.126246,19.000000,0.030303,0.000000,0.000000,0.518673
SirDukeII_V,bebopnet,0,1,125,0.296000,0.616000,15.625000,3.479972,20.000000,0.017857,0.000000,0.000000,0.276777
SirDukeII_V,bebopnet,1,0,144,0.256944,0.548611,18.000000,3.409188,29.000000,0.024000,0.000000,0.000000,0.452559
SirDukeII_V,bebopnet,1,1,150,0.313333,0.680000,18.750000,3.504349,22.000000,0.078125,0.035211,0.013889,0.323794
SirDuke_IV_Part-2,cmt,0,0,41,0.414634,0.853659,5.125000,2.436854,19.000000,0.000000,0.000000,0.000000,0.158426
SirDuke_IV_Part-2,cmt,0,1,40,0.150000,0.550000,5.000000,2.678067,10.000000,0.000000,0.000000,0.000000,0.292505
SirDuke_IV_Part-2,cmt,0,2,40,0.375000,0.700000,5.000000,3.262415,14.000000,0.027778,0.000000,0.000000,0.236697
SirDuke_IV_Part-2,cmt,0,3,57,0.789474,0.947368,7.125000,2.472121,14.000000,0.081633,0.019608,0.000000,0.172225
SirDuke_IV_Part-2,cmt,1,0,48,0.437500,0.708333,6.000000,2.318145,15.000000,0.023256,0.000000,0.000000,0.270327
SirDuke_IV_Part-2,cmt,1,1,38,0.421053,0.657895,4.750000,3.061254,10.000000,0.029412,0.000000,0.000000,0.348660
SirDuke_IV_Part-2,cmt,1,2,33,0.181818,0.515152,4.125000,2.867782,13.000000,0.066667,0.000000,0.000000,0.265402
SirDuke_IV_Part-2,cmt,1,3,88,0.761364,0.988636,11.000000,2.410668,19.000000,0.111111,0.000000,0.000000,0.169778
SirDuke_IV_Part-2,mingus,0,0,40,0.425000,0.650000,5.000000,3.191919,30.000000,0.000000,0.000000,0.000000,0.003924
SirDuke_IV_Part-2,mingus,0,1,40,0.350000,0.625000,5.000000,3.242897,52.000000,0.083333,0.000000,0.000000,0.672525
SirDuke_IV_Part-2,mingus,1,0,31,0.322581,0.741935,3.875000,3.333589,27.000000,0.000000,0.000000,0.000000,0.257914
SirDuke_IV_Part-2,mingus,1,1,33,0.393939,0.696970,4.125000,3.051229,34.000000,0.033333,0.000000,0.000000,0.241169
SirDuke_IV_Part-2,bebopnet,0,0,125,0.240000,0.576000,15.625000,3.527192,24.000000,0.051724,0.008333,0.000000,0.325924
SirDuke_IV_Part-2,bebopnet,0,1,131,0.267176,0.564885,16.375000,3.551171,17.000000,0.058333,0.000000,0.000000,0.368015
SirDuke_IV_Part-2,bebopnet,1,0,130,0.315385,0.638462,16.250000,3.453480,26.000000,0.045045,0.000000,0.000000,0.394355
SirDuke_IV_Part-2,bebopnet,1,1,133,0.240602,0.503759,16.625000,3.527557,22.000000,0.057377,0.000000,0.000000,0.367162
SirDuke_V,cmt,0,0,41,0.414634,0.853659,5.125000,2.436854,19.000000,0.000000,0.000000,0.000000,0.158426
SirDuke_V,cmt,0,1,40,0.150000,0.550000,5.000000,2.678067,10.000000,0.000000,0.000000,0.000000,0.292505
SirDuke_V,cmt,0,2,40,0.375000,0.700000,5.000000,3.262415,14.000000,0.027778,0.000000,0.000000,0.236697
SirDuke_V,cmt,0,3,57,0.789474,0.947368,7.125000,2.472121,14.000000,0.081633,0.019608,0.000000,0.172225
SirDuke_V,cmt,1,0,48,0.437500,0.708333,6.000000,2.318145,15.000000,0.023256,0.000000,0.000000,0.270327
SirDuke_V,cmt,1,1,38,0.421053,0.657895,4.750000,3.061254,10.000000,0.029412,0.000000,0.000000,0.348660
SirDuke_V,cmt,1,2,33,0.181818,0.515152,4.125000,2.867782,13.000000,0.066667,0.000000,0.000000,0.265402
SirDuke_V,cmt,1,3,88,0.761364,0.988636,11.000000,2.410668,19.000000,0.111111,0.000000,0.000000,0.169778
SirDuke_V,mingus,0,0,40,0.425000,0.650000,5.000000,3.191919,30.000000,0.000000,0.000000,0.000000,0.003924
SirDuke_V,mingus,0,1,40,0.350000,0.625000,5.000000,3.242897,52.000000,0.083333,0.000000,0.000000,0.672525
SirDuke_V,mingus,1,0,31,0.322581,0.741935,3.875000,3.333589,27.000000,0.000000,0.000000,0.000000,0.257914
SirDuke_V,mingus,1,1,33,0.393939,0.696970,4.125000,3.051229,34.000000,0.033333,0.000000,0.000000,0.241169
SirDuke_V,bebopnet,0,0,125,0.240000,0.576000,15.625000,3.527192,24.000000,0.051724,0.008333,0.000000,0.325924
SirDuke_V,bebopnet,0,1,131,0.267176,0.564885,16.375000,3.551171,17.000000,0.058333,0.000000,0.000000,0.368015
SirDuke_V,bebopnet,1,0,130,0.315385,0.638462,16.250000,3.453480,26.000000,0.045045,0.000000,0.000000,0.394355
SirDuke_V,bebopnet,1,1,133,0.240602,0.503759,16.625000,3.527557,22.000000,0.057377,0.000000,0.000000,0.367162
SoTired_IV_Part-1,cmt,0,0,33,0.393939,0.515152,4.125000,2.852312,12.000000,0.000000,0.000000,0.000000,0.501346
SoTired_IV_Part-1,cmt,0,1,39,0.820513,0.846154,4.875000,1.813820,5.000000,0.100000,0.030303,0.000000,0.262235
SoTired_IV_Part-1,cmt,0,2,43,0.395349,0.534884,5.375000,3.097079,11.000000,0.000000,0.000000,0.000000,0.323081
SoTired_IV_Part-1,cmt,1,0,21,0.333333,0.333333,2.625000,2.951143,9.000000,0.000000,0.000000,0.000000,0.216123
SoTired_IV_Part-1,cmt,1,1,37,0.810811,0.864865,4.625000,2.475984,12.000000,0.111111,0.000000,0.000000,0.299516
SoTired_IV_Part-1,cmt,1,2,44,0.295455,0.409091,5.500000,3.035152,13.000000,0.000000,0.000000,0.000000,0.147231
SoTired_IV_Part-1,mingus,0,0,29,0.413793,0.586207,3.625000,2.983342,11.000000,0.000000,0.000000,0.000000,0.198968
SoTired_IV_Part-1,mingus,0,1,26,0.230769,0.500000,3.250000,3.324500,25.000000,0.045455,0.000000,0.000000,0.391365
SoTired_IV_Part-1,mingus,1,0,25,0.320000,0.640000,3.125000,2.972879,33.000000,0.000000,0.000000,0.000000,0.013960
SoTired_IV_Part-1,mingus,1,1,22,0.318182,0.500000,2.750000,3.322179,23.000000,0.000000,0.000000,0.000000,0.480809
SoTired_IV_Part-1,bebopnet,0,0,64,0.375000,0.562500,8.000000,3.368868,22.000000,0.259259,0.228070,0.206897,0.478901
SoTired_IV_Part-1,bebopnet,0,1,67,0.298507,0.522388,8.375000,3.486556,17.000000,0.050000,0.000000,0.000000,0.295941
SoTired_IV_Part-1,bebopnet,1,0,69,0.318841,0.608696,8.625000,3.197900,20.000000,0.237288,0.209677,0.190476,0.460635
SoTired_IV_Part-1,bebopnet,1,1,141,0.411348,0.666667,17.625000,3.449686,16.000000,0.040323,0.007463,0.000000,0.439714
Soon_III,cmt,0,0,19,0.263158,0.684211,2.375000,2.945039,11.000000,0.062500,0.000000,0.000000,0.154741
Soon_III,cmt,0,1,40,0.200000,0.950000,5.000000,1.691919,5.000000,0.107143,0.093750,0.030303,0.315187
Soon_III,cmt,0,2,18,0.444444,0.722222,2.250000,2.974938,9.000000,0.000000,0.000000,0.000000,0.543371
Soon_III,cmt,0,3,24,0.708333,0.916667,3.000000,2.469508,10.000000,0.000000,0.000000,0.000000,0.229890
Soon_III,cmt,1,0,13,0.692308,0.769231,1.625000,2.411602,10.000000,0.000000,0.000000,0.000000,0.338865
Soon_III,cmt,1,1,21,0.285714,0.761905,2.625000,2.201079,5.000000,0.000000,0.000000,0.000000,0.370108
Soon_III,cmt,1,2,13,0.461538,0.769231,1.625000,1.950064,4.000000,0.000000,0.000000,0.000000,0.511966
Soon_III,cmt,1,3,57,0.298246,0.754386,7.125000,2.774696,17.000000,0.019231,0.000000,0.000000,0.458943
Soon_III,mingus,0,0,37,0.243243,0.648649,4.625000,3.246502,16.000000,0.000000,0.000000,0.000000,0.493869
Soon_III,mingus,0,1,27,0.296296,0.592593,3.375000,3.306020,20.000000,0.000000,0.000000,0.000000,0.053751
Soon_III,mingus,1,0,27,0.407407,0.629630,3.375000,3.278061,18.000000,0.000000,0.000000,0.000000,0.432014
Soon_III,mingus,1,1,23,0.347826,0.652174,2.875000,3.360306,14.000000,0.000000,0.000000,0.000000,0.275093
Soon_III,bebopnet,0,0,125,0.448000,0.664000,15.625000,3.301517,20.000000,0.000000,0.000000,0.000000,0.460108
Soon_III,bebopnet,0,1,124,0.354839,0.612903,15.500000,3.492816,25.000000,0.017391,0.000000,0.000000,0.572753
Soon_III,bebopnet,1,0,158,0.297468,0.537975,19.750000,3.562263,26.000000,0.000000,0.000000,0.000000,0.571618
Soon_III,bebopnet,1,1,107,0.327103,0.616822,13.375000,3.383540,27.000000,0.010309,0.000000,0.000000,0.529318
SoulStation_III,cmt,0,0,42,0.285714,0.714286,5.250000,2.633266,7.000000,0.028571,0.000000,0.000000,0.113774
SoulStation_III,cmt,0,1,43,0.279070,0.697674,5.375000,2.976545,11.000000,0.100000,0.025641,0.000000,0.216365
SoulStation_III,cmt,1,0,24,0.333333,0.708333,3.000000,2.752705,9.000000,0.050000,0.000000,0.000000,0.450554
SoulStation_III,cmt,1,1,28,0.321429,0.607143,3.500000,3.036505,14.000000,0.080000,0.000000,0.000000,0.182141
SoulStation_III,mingus,0,0,34,0.411765,0.705882,4.250000,3.185374,16.000000,0.032258,0.000000,0.000000,0.263201
SoulStation_III,mingus,1,0,24,0.541667,0.791667,3.000000,3.184561,18.000000,0.047619,0.000000,0.000000,0.452428
SoulStation_III,bebopnet,0,0,48,0.520833,0.770833,6.000000,3.091431,15.000000,0.045455,0.022727,0.000000,0.173834
SoulStation_III,bebopnet,1,0,58,0.396552,0.672414,7.250000,3.298300,16.000000,0.074074,0.037037,0.000000,0.370269
Sunny_II,cmt,0,0,38,0.315789,0.473684,4.750000,2.769064,19.000000,0.028571,0.000000,0.000000,0.091141
Sunny_II,cmt,0,1,38,0.526316,0.789474,4.750000,2.700224,20.000000,0.066667,0.032258,0.000000,0.161025
Sunny_II,cmt,1,0,42,0.357143,0.595238,5.250000,2.393408,12.000000,0.083333,0.027027,0.000000,0.216139
